fullpath,iliac_artery_left,iliac_artery_right,pulmonary_artery,aorta,kidney_left,kidney_right,heart_myocardium,heart_atrium_left,heart_atrium_right,heart_ventricle_left,heart_ventricle_right,portal_vein_and_splenic_vein,liver,urinary_bladder,inferior_vena_cava,iliac_vena_left,iliac_vena_right,iliac_artery_left.1,iliac_artery_right.1,pulmonary_artery.1,aorta.1,kidney_left.1,kidney_right.1,heart_myocardium.1,heart_atrium_left.1,heart_atrium_right.1,heart_ventricle_left.1,heart_ventricle_right.1,portal_vein_and_splenic_vein.1,liver.1,urinary_bladder.1,inferior_vena_cava.1,iliac_vena_left.1,iliac_vena_right.1,GT
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00001_2_NON_CON_ABD_IF_NEEDED_NON_CON_ABD_IF_NEEDED__1__resized.nii.gz,79.17,52.45,39.992,73.61,17.81,18.89,33.522,41.618,19.97,51.166,19.5,25.74,50.01,52.814,36.3,38.96,33.3,125.1186466,93.40345164,24.69636215,89.39505833,18.95163959,18.69316595,30.59134381,18.01612798,86.93246983,26.20686742,11.61671061,13.10576876,16.20268049,76.99563703,15.47942952,23.92679804,32.38683443,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00001_3_2__resized.nii.gz,12.8,16.61,57.566,29.22,20.6,21.76,20.11,11.76,29.95,30.56,26.17,18.23,43.77,4.038,28.59,27.65,32.15,20.83803821,23.41319536,21.2202019,21.75986817,17.80780064,17.66251765,22.12550123,7.097688717,16.04877797,9.904589732,19.02325556,20.25523546,13.72068822,22.81964179,15.43619421,24.68265392,14.04280414,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00008_4_SOFT_WO_DE_AA__1__resized.nii.gz,34.45,36.97,58.854,32.9,28.71,28.4,-11.9,34.62,28.36,39.67,30.27,39.06,60.07,0.826,37.75,52.05,43.58,17.73622979,20.42023967,28.12550699,35.85112651,12.06954128,12.50720791,115.644554,12.22342986,49.75450737,4.317544817,15.0106398,7.552428381,13.28759098,23.9699414,16.64473178,17.90398615,8.38052971,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00009_4_SOFT_WO_DE_AA__1__resized.nii.gz,30.07,29.05,57.566,32.76,21.1,20.74,29.55,32.08,31.36,37.69,33.87,23.86,54.61,10.668,32.31,44.17,35.4,19.36007763,17.05110624,21.2202019,21.7398121,15.29127349,14.65685029,28.23308025,6.368727434,12.89090447,5.820474755,7.151428709,14.8549255,15.65894968,28.13782834,11.14162745,12.97880389,9.055975132,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00012_4_ADRENAL_PRE_2x1_ADRENAL_WASHOUT_NIH__1__resized.nii.gz,26.718,29.628,58.716,43.26,31.99,31.14,32.54,32.088,30.558,40.246,26.08,34.44,60.12,6.372,43.36,37.292,35.234,21.48823024,22.73094094,25.80733259,27.67837214,18.35505803,18.5920066,14.87776719,10.7718817,18.04212556,7.196279139,25.17865844,23.9794556,18.91541978,27.74093895,18.02169872,19.3458261,17.73273382,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00016_2_ADRENAL_PRE_2x1_ADRENAL_WASHOUT_NIH__1__resized.nii.gz,36.23,34.15,37.21,31.28,24.07,23.57,18.13,35.22,31.23,43.5,34.78,30.49,43.62,-0.766,34.04,43.75,37.23,12.75035944,17.33641989,16.5105738,36.3975911,15.93697893,16.29471445,103.0594639,9.121163455,35.79518147,8.602438641,15.00689504,13.41688824,12.45390603,21.94230968,13.61040054,8.263887759,10.93447084,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00016_3_PRE_AX_SOFT_2x1_ADRENAL_WASHOUT_NIH__1__resized.nii.gz,36.23,34.15,37.22,31.28,24.07,23.57,18.13,35.22,31.23,43.5,34.78,30.48,43.62,-0.766,34.04,43.75,37.23,12.75035944,17.33641989,16.51016503,36.39726963,15.93477483,16.29787339,103.061003,9.121163455,35.79518147,8.602438641,15.00687352,13.42663823,12.45243492,21.94230968,13.61040054,8.261705378,10.93447084,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00017_2_PRE_AX_SOFT_2x1_ADRENAL_WASHOUT_NIH__1__resized.nii.gz,34.4,39.12,58.396,32.33,26.61,27.68,-6.65,29.21,-2.17,48.63,36.47,30.98,60.67,42.268,41.3,47.24,40.15,24.2110774,25.53774335,28.64246911,36.8568693,16.53876171,15.27368152,136.0950885,14.35862644,137.8645827,6.715271308,21.2265541,18.9216282,16.33405966,71.40013365,16.28807232,15.45244011,20.03933642,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00017_4_ABD-PRE_SURGERY_BRANCH__1__resized.nii.gz,33.36,35.65,58.396,29.69,17.8,20.26,-8.7,34.08,11.33,38.74,36.88,31.77,49.21,0.322,32.88,42.23,37.83,11.50419315,13.42047175,28.64246911,31.4719373,12.37747411,12.76792161,135.2317982,3.174406195,110.9365774,3.606014287,12.46298715,7.470487539,10.51185564,25.48846714,15.07138479,3.890049096,3.789634275,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00030_3_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,42.34,56.15,58.418,39.78,21.76,23.31,27.99,42.81,22.51,54.57,37.44,36.12,55.1,6.94,40.25,41.72,38.36,38.49282469,73.59206866,28.41460497,70.11361294,19.12595914,17.16945286,42.01877485,23.57647363,87.87495449,54.40039007,18.18647077,12.25357599,18.03199738,24.29503729,18.74206097,17.79677519,16.37165763,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00030_4_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,43.02,56.85,58.418,40.68,21.97,23.43,27.34,42.95,21.81,54.67,37.56,35.63,55.2,6.98,40.13,42.17,38.92,44.51670612,80.03411163,28.41460497,81.6378828,22.74552759,20.85942363,41.84342509,25.60073526,87.67672332,56.55939515,20.48542262,17.89673418,21.46609929,27.46437576,21.27076155,21.33502883,20.20233023,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00031_6_PRE_AP_5__resized.nii.gz,24.32,16.74,27.64,27.34,22.89,26.57,17.67,29.62,18.23,33.27,30.76,32.89,49.96,4.084,30.57,32.92,30.49,13.3995865,17.74930768,14.88121316,30.66659121,10.21866443,7.34568352,41.66464639,7.491836768,16.55098588,4.670162341,11.75230266,3.249636438,10.8745297,24.05781227,7.111561955,18.22796208,12.02797134,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00031_9_Pre_Liver_2__resized.nii.gz,29.514,29.578,57.566,27.46,23.12,24.66,28.93,35.08,28.8,39.97,34.12,29.78,55.49,4.098,32.84,37.35,35.866,19.38679255,19.48800195,21.2202019,40.3349562,13.83486711,13.30682625,31.95479013,8.03126653,24.48746639,7.352441739,15.95628807,14.24702546,12.62585132,23.36857903,18.63953801,19.05771977,17.06942468,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00034_2_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,27.24,26.34,57.566,29.59,21.98,21.14,16.04,33.64,26.78,39.14,38.85,38.05,53.68,18.06,35.2,32.66,34.07,16.90562969,17.90517691,21.2202019,41.9761167,14.20077004,14.24532575,38.28828519,9.156436471,26.22037725,4.206261155,9.454161077,5.16729947,13.0766206,18.98182879,16.09061377,18.87817661,16.31735304,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00034_3_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,32.65,33.93,57.566,32.19,24.02,23.33,22.57,36.596,29.55,40.09,38.91,39.1,54.78,17.22,36.13,36.1,36.25,18.77811073,19.71996595,21.2202019,40.79979639,17.15841216,16.87048292,40.51221216,11.44316519,20.22886475,6.772427287,12.31013853,8.898990427,14.87798749,23.19898723,17.74766745,20.51868087,20.0578734,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00034_4_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,33.59,34.83,57.566,31.88,24.19,23.55,21.73,39.07,28.6,40.14,38.92,39,54.65,17.45,35.51,36.71,36.86,21.80728568,23.09105089,21.2202019,40.491762,20.72977052,20.61820509,41.4966018,12.68138904,21.94874069,10.81138176,14.99366205,14.76875012,18.52280208,25.69174221,20.04261123,22.93768684,23.31295238,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00037_3_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,31.68,43.56,57.566,22.36,24.68,25.06,17.58,32.55,31.8,33.61,29.35,28.15,52.32,1.55,29.43,35.25,30.33,33.23196538,83.80361851,21.2202019,62.72332381,16.74346664,16.68390269,47.16398111,9.830504829,35.46274505,7.338145708,14.86447623,11.04708458,15.71571632,23.24218303,26.17383093,19.67893198,17.37301967,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00037_4_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,32.58,43.72,57.566,21.67,24.71,25.24,16.86,32.37,30.7,33.64,29.24,28.81,52.33,1.43,28.44,36.21,30.49,36.34920656,93.86924586,21.2202019,64.11400551,18.79948782,18.98624997,47.29207142,12.63163953,37.92070948,10.09149609,16.89879857,14.52986061,17.94784717,25.11037527,25.70140591,21.70692572,19.19273136,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00038_2_Non_Contrast_NIH_CHEST__1__resized.nii.gz,21.82,29.51,57.566,25.15,21.5,19.65,4.61,33.19,23.88,35.32,30.2,27.38,47.26,-3.49,30.86,27.71,27.8,20.47461575,36.51596667,21.2202019,33.84123423,10.62905059,15.58244982,63.46129096,7.090140442,36.71854784,6.01481534,14.68126292,8.90249184,14.80013086,20.44354809,21.6434688,22.62656402,18.15642785,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00038_4_Non_Contrast_NIH_CHEST__1__resized.nii.gz,30.2,34.76,57.566,27.56,23.4,23.86,12.04,41.99,32,35.51,30.64,30.56,48.54,-5.65,30.3,33.1,30.77,21.72330917,42.42025467,21.2202019,37.54217643,16.91219673,21.46618184,58.7063559,13.68295603,33.01021247,16.3782383,21.65062471,16.15298006,19.40519635,22.48833627,25.39870774,23.46775176,22.62869956,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00039_2_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,26.76,27.84,148.43,32.43,18.71,16.79,14.68,35.01,20.25,39.36,35.87,15.64,35.38,2.95,36.62,37.46,38.28,26.32885004,21.89868964,42.82821319,33.06514033,14.56734741,15.33240473,62.01045908,8.953292721,82.46217466,6.233711626,11.98566769,21.69477593,16.11611701,29.95541346,20.31308898,22.03070178,19.15878747,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00039_3_Recon_2__PRE_ADRENALS_Recon_2__PRE_ADRENALS__1__resized.nii.gz,30.688,33.092,58.716,36.38,31.31,30.69,51.12,33.024,29.926,42.642,35.198,41.72,54.53,15.748,39.48,38.982,36.054,21.07624475,21.99229506,25.80733259,32.26836412,22.1826863,24.5688528,29.81425766,11.36433558,20.68971016,7.568028051,17.35604168,22.77423433,21.1448864,25.1427137,24.56432056,18.51303149,18.93574767,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00039_4_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,38.7,37.5,58.854,33.98,22.15,20.45,16.26,36.51,24.57,39.34,35.83,25.36,37.08,-1.49,37.92,39.62,40.41,34.14711919,30.48713499,28.12550699,46.42316908,21.995879,24.25119695,75.16280602,18.02358312,64.4133837,14.12287202,18.05996043,26.28137888,23.75899464,32.90445765,27.27706152,25.69309522,30.10557018,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00039_4_SOFT_WO_DE_AA__1__resized.nii.gz,34.71,36.45,57.566,39.31,23.32,28.77,28.82,33.712,16.07,45.9,37.51,36.58,56.6,4.098,40.8,48.65,37.19,24.67339736,24.36315442,21.2202019,27.64209449,17.144678,17.3726201,44.3357651,10.50599674,28.2240426,5.330468604,16.7247432,14.01313141,14.43180841,23.36857903,13.76430997,17.85596835,24.11110186,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00040_2_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,7.71,10.01,57.566,28.42,19.21,21.01,3.18,25.94,21.59,41.21,38.39,3.76,49.53,10.22,30.26,22.55,16.04,23.08864272,22.22850854,21.2202019,33.25416378,20.3294327,19.41100195,92.4949289,12.68900025,25.68215809,7.342100448,13.14004459,21.91263422,15.89740106,16.87782452,20.74293665,25.19912123,24.08730442,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00041_2_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,27.72,20.09,58.396,25.31,11.42,15.52,-9.95,24.86,-14.03,42.63,27.39,9.37,48.95,-10.45,31.83,36.26,34.73,49.33340358,31.16802175,28.64246911,41.67777568,19.28634236,17.73529382,98.17156798,16.01868542,123.715124,5.496439789,24.94898855,19.42019619,15.73865431,30.98522097,24.31005538,22.31676876,18.73354047,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00045_2_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,15.25,18.63,57.566,20.16,16.47,18.77,12.63,24.36,8.15,35.38,24.1,6.81,37.61,3.13,26.1,24.01,22.8,23.40533824,19.32349579,21.2202019,32.31075141,17.34397861,16.55262595,41.64068074,11.76385401,79.26554306,6.565644445,18.30286626,17.32335441,14.08799565,19.33316685,17.34130594,19.78748588,17.23271913,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00045_3_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,21.15,24.28,57.566,21.72,19.74,21.38,18.14,26.95,17.54,35.89,24.18,15.48,38.68,3.98,26.32,29.45,25.79,24.61088586,21.40574868,21.2202019,31.98992545,19.4927601,19.34554847,43.51299748,12.65211588,61.74354284,9.540894365,21.64735559,22.69411876,17.25247453,24.10744738,20.38948606,21.4233287,20.4552201,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00045_4_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,22.29,24.96,57.566,21.93,19.94,21.58,17.68,26.8,16.4,35.92,23.86,16.27,38.7,4.04,26.56,30.21,26.61,26.46881666,24.57229187,21.2202019,33.85011393,23.60891752,23.82876709,43.63451379,15.97524384,64.01200283,13.44900523,24.39991716,27.15962197,22.89485175,27.18626579,24.79366194,24.67007692,24.03720329,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00048_3_SOFT_WO_LIVER_TRIPLE_PHASE__1__resized.nii.gz,64.616,58.672,48.868,38.33,265.53,24.02,-5.87,19.42,22.46,35.96,27.64,32.69,59.51,110.494,30.14,59.764,57.644,73.24189154,31.8531602,23.40501374,76.57922292,64.19148456,15.38441439,109.3237014,11.79976523,38.37344086,5.133089917,13.91638028,9.499529901,14.90551892,134.5751791,24.14606105,19.87850492,18.84856636,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00053_4_PRE_AP_SOFT_2__resized.nii.gz,68.46,98.29,39.992,45.24,34.14,33.77,11.54,43.57,38.13,47.08,42.68,43.77,61.77,105.298,43.46,49.63,46.85,60.21820233,175.538477,24.69636215,66.56356405,13.48646887,16.38263526,86.55333251,7.980771734,44.99080509,5.554354074,11.90323443,9.974675224,13.31276832,148.4344359,25.73301486,16.7081087,15.27164959,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00053_5_PRE_AP_LUNG_2__resized.nii.gz,69.78,102.16,39.992,47.73,34.44,34.07,12.09,43.17,39.33,46.76,42.49,43.64,61.78,62.008,44.8,49.98,47.26,84.04843148,215.8848653,24.69636215,80.50586697,18.92479586,21.37541501,87.01595675,12.50943922,43.02321419,10.76729136,15.49412983,17.68562854,19.13217185,94.75338689,28.24370371,21.97318623,20.04326538,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00057_2_FL_WIthout_SOFT_5__resized.nii.gz,19.56,15.32,57.566,29.51,19.64,17.65,10.6,35.37,33.36,45.67,37.61,12.02,56.32,-3.72,35.37,29.47,30.35,21.97529176,23.24474638,21.2202019,37.63130007,18.07096493,17.3911822,48.42021633,16.3130621,31.08151467,2.884104748,19.20726711,25.73237368,16.06977031,14.25269567,16.38999382,22.96024475,21.55499396,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00057_4_FL_WIthout_SOFT_2__resized.nii.gz,33.95,32.35,57.566,33.81,24.42,22.01,20.09,38.23,37.12,46.49,38.65,22.96,57.89,-3.42,36.12,36.36,36.44,20.84284233,21.87330507,21.2202019,35.79533108,18.19067701,18.00385352,54.26050684,16.80021118,26.76715305,4.289918476,22.63864125,25.05318159,17.53004967,16.99738185,17.04290478,21.25915963,20.18123212,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00059_2_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,28.04,27.43,58.854,22.28,16.7,18.95,-15.75,31.69,14.04,41.71,37.95,31.92,55.96,-2.34,32.47,37.06,37.54,17.96781826,21.636919,28.12550699,40.36380435,16.85510939,16.35008449,132.8326211,9.738528111,84.11039161,4.312846857,13.48646365,9.991995924,16.59724806,14.39370993,21.98266942,18.98327587,17.03931654,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00059_3_Non_Contrast_NIH_UROGRAM__1__resized.nii.gz,36.62,36.76,58.854,25.25,21.02,22.11,-13.84,28.05,25.5,41.37,38.06,35.54,57.16,-2.48,34.56,40.95,41.1,20.13136271,22.56248543,28.12550699,41.2496158,20.09752071,19.92909397,150.3697218,11.75592407,59.07234794,8.800138914,18.21259911,13.80711831,20.01987436,18.89068602,27.38823958,20.10456446,19.24996814,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00073_6_Non_Con_5x5_Body_5__resized.nii.gz,71.042,75.144,35.04,42.13,39.29,56.746,22.62,45.03,-7.09,47.16,40.39,43.86,65.04,141.53,47.84,53.822,54.634,82.1730346,46.51195025,17.95565493,23.7835954,25.54836718,53.38531231,58.50421015,10.6474274,128.0029888,9.252582562,19.38523112,19.71948111,17.51036781,75.64289659,29.13240574,16.53785571,14.20547745,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00075_4_Non_Con_5x5_Body_5__resized.nii.gz,106.64,114.89,84.578,115.51,35.71,37.79,23.374,50.5,30.4,57.504,42.984,39.5,59.69,18.75,44.08,43.63,46.87,98.56915168,117.8002991,19.4525951,137.8525006,9.286128417,10.36877316,62.60915365,15.67678333,82.62258819,18.13905909,20.11143212,6.336515041,9.903666236,35.68630999,8.983479063,15.31334742,11.23769617,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00076_4_Non_Con_2X1MM_Body_2__resized.nii.gz,114.56,134.94,77.71,99.87,42.32,43.05,15.96,40.24,38.07,47.8,47.05,55.9,62.97,26.32,48,46.25,52.29,146.64224,165.8246514,19.43636876,184.9964051,24.07393724,23.84962432,82.49805726,12.72834624,28.91047672,12.1527231,15.43695811,17.46186054,20.4505407,59.02211102,24.43515474,31.5936345,26.23503513,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00076_8_DE_#PP_DE_20_M_DEL_5__resized.nii.gz,29.72,30.83,58.396,30.2,18.68,24.23,-0.93,38.47,12.94,51.87,46.42,30.21,69.33,13.93,39.51,31.64,32.13,16.56385831,15.92641833,28.64246911,32.65610541,16.89172689,12.50078765,112.1318294,15.8250875,107.3269506,6.04965061,13.79481778,15.01258118,16.12820366,33.21730533,18.21669886,15.45088507,13.28756835,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00080_3_SOFT_WO_DE_AA__1__resized.nii.gz,33.66,34.31,34.08,32.67,27.51,28.83,-2.25,36.07,17.56,46.36,40.54,37.39,52.43,-0.566,41.54,42.51,41.39,20.43936208,22.59953292,49.4077386,38.44516289,17.99508895,16.77340437,121.795469,20.21765682,89.31201819,5.131771734,28.22601233,11.29154222,12.24869833,26.07827598,15.57905212,23.22294484,13.41734457,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00081_3_Non_Con_5X5MM_Body_5__resized.nii.gz,72.504,61.288,35.84,30.93,63.094,87.572,-7.99,39.46,81.32,46.8,53.75,41.826,59.92,78.068,40.71,61.938,59.012,98.232432,42.63256218,24.32750127,49.23081892,74.95070636,106.9011992,109.7942134,11.19473663,267.8360143,9.38366367,92.59511934,20.73064422,14.75053297,120.9983738,32.20541575,17.740227,16.68562143,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00083_3_Pre_Liver_5__resized.nii.gz,24.02,23.74,37.33,30.58,19.75,10.88,16.22,33.55,28.08,42.34,31.17,28.32,46.95,-28.82,28.37,37.11,36.75,20.08285903,19.67270976,15.37084434,30.04728089,15.54531286,19.09883219,40.7393978,13.83794179,27.74025919,6.512338614,19.62476164,13.15178465,16.82368497,31.97295505,19.55158177,19.97525066,16.60296947,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00085_4_PRE_LIVER_Body_5__resized.nii.gz,95.93,142.97,79.978,57.96,26.03,26.13,14.52,36.07,-3.86,45.44,34.93,29.14,50.64,15.93,35.24,29.17,33.55,140.4934607,143.0215529,19.55626803,81.95996503,16.12522624,15.52642158,61.88833025,14.43060093,144.3996695,5.719712142,17.82487212,11.18162383,14.55977597,20.70464333,26.61378994,23.44727442,20.9100565,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00086_3_PRE_AP_2__resized.nii.gz,41.18,40.38,38.944,28.69,26.99,29.93,-23.91,32.96,42.49,35.51,39.33,33.498,64.56,42.918,36.87,47.17,42.82,7.164821698,11.97305006,23.98118865,42.50947126,8.251862863,6.886337635,140.1230098,10.39204179,3.465759959,4.085506744,15.119593,11.63901382,14.54513184,66.02390291,13.47031024,11.88735838,9.033950561,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00091_8_#PP_DE_20_M_DEL_Liver_VNC_Noncontrast#0_#PP_DE_20_M_DEL_Liver_VNC_Noncontrast#0__1__resized.nii.gz,26.4,35.9,57.566,19.92,6.81,2.76,-0.31,17.75,19.33,29.61,18.86,12.64,17.74,-4.232,18.06,29.698,27.95,8.126769716,1.779894362,21.2202019,21.69083385,15.76357983,16.48437145,45.75859044,17.24723353,50.54434954,7.142746558,20.72488423,13.33550987,11.47189754,24.60867663,13.60508181,21.69654124,19.29690797,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00093_8_DE_#PP_DE_20_M_DEL_5__resized.nii.gz,22.42,31.2,57.566,36.5,21.58,22.54,26.53,47.97,46.61,47.11,39.36,27.63,57.42,29.43,42.71,29.28,34.57,20.76235234,25.73619778,21.2202019,23.17187276,15.12185278,23.15152471,31.22425406,18.52378404,8.559436389,7.573420865,13.92685665,17.63850182,14.18258194,40.84362843,16.71369725,18.27401751,18.14083558,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/NonContrast/00095_8_#PP_DE_20_M_DEL_Liver_VNC_Noncontrast#0_#PP_DE_20_M_DEL_Liver_VNC_Noncontrast#0__1__resized.nii.gz,17.22,14.8,58.42,20.03,7.04,14.68,8.42,29.54,14.21,46.45,34.03,11.65,49.79,-1.4,27.65,19.22,19.77,18.40026389,20.0038693,28.41452322,30.90096571,14.43192677,14.13616174,60.39689257,11.141612,100.1167866,5.605852836,20.61720852,18.73694236,19.93291269,25.11049925,16.82589558,17.14375346,18.91409359,0
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00004_3_POST_ABD_90_SEC_DELAY_POST_ABD_90_SEC_DELAY__1__resized.nii.gz,119.58,128.22,129.778,152.93,209.35,209.43,47.22,144.352,151.25,152.52,153.15,149.75,127.92,18.226,145.66,126.04,121.75,37.21269071,39.94687252,29.79334142,43.44756383,50.91432146,50.75101237,104.5636253,20.86126277,20.40458281,19.08254545,43.1907437,27.71216111,19.88137615,22.65642273,31.40380515,22.62290232,27.37909025,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00004_4_Recon_2__POST_ABD_90_SEC_DELAY_Recon_2__POST_ABD_90_SEC_DELAY__1__resized.nii.gz,144.35,151.08,139.34,157.59,224.31,227.09,49.35,162.13,167.41,155.35,154.53,171.33,128.87,14.852,148.85,129.5,127.55,41.97924258,64.80857797,29.83836118,46.43954062,53.69928405,53.87774366,128.1636859,22.75256825,24.24548457,20.5538613,51.13040588,32.35899231,22.0231215,24.74121917,33.12514791,23.52707213,28.04111632,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00004_5_Recon_3__POST_ABD_90_SEC_DELAY_Recon_3__POST_ABD_90_SEC_DELAY__1__resized.nii.gz,158.89,168.73,164.528,172.43,235.3,237.63,56.3,177.626,175.71,161.77,160.87,179.77,132.97,9.534,157.93,132.73,135.6,47.40358288,84.86710424,33.27512368,49.79109913,57.90481644,57.71557031,131.5082685,25.26231233,25.7393088,21.99944669,53.31900368,37.09919207,24.10088081,23.98797728,37.60748119,28.21647085,32.38746205,2
