fullpath,iliac_artery_left,iliac_artery_right,pulmonary_artery,aorta,kidney_left,kidney_right,heart_myocardium,heart_atrium_left,heart_atrium_right,heart_ventricle_left,heart_ventricle_right,portal_vein_and_splenic_vein,liver,urinary_bladder,inferior_vena_cava,iliac_vena_left,iliac_vena_right,iliac_artery_left.1,iliac_artery_right.1,pulmonary_artery.1,aorta.1,kidney_left.1,kidney_right.1,heart_myocardium.1,heart_atrium_left.1,heart_atrium_right.1,heart_ventricle_left.1,heart_ventricle_right.1,portal_vein_and_splenic_vein.1,liver.1,urinary_bladder.1,inferior_vena_cava.1,iliac_vena_left.1,iliac_vena_right.1,GT
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00038_4_BODY_ANGIO_AAA_CTA__1__resized.nii.gz,201.86,195.098,224.27,209.76,112.68,121.05,69.1,210.33,209.43,179.17,198.91,88.36,16.68,15.942,64.98,69.076,69.49,62.04028631,64.2409245,49.74900582,59.05224314,45.81802381,46.17460381,76.68671059,30.35075681,110.7526761,42.9203646,66.85170966,31.27040451,14.81956916,32.29931042,34.51653292,26.65612029,22.27154301,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00039_5_CTA_0__resized.nii.gz,197.25,216.95,121.42,274.1,162.6,168.12,75.57,174.16,40.36,203.54,123.43,155.41,75.85,47.45,95.32,59.73,59.59,60.63064696,57.86715496,42.53330717,73.07309393,70.46605861,73.49757803,165.2924319,31.08071455,230.3342842,48.50691039,30.10491565,42.56569547,17.92441806,38.35642341,53.33917876,23.99674373,21.06080228,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00040_5_CTA_3__resized.nii.gz,233.28,227.42,76.8,275.77,139.08,161,71.34,175.66,53.36,178.45,68.66,73.39,70.15,614,72.05,67.46,67.36,75.57110748,74.31892167,29.78486105,52.71264402,85.36750912,160.7113981,59.75442113,30.62277849,97.99482788,50.56683691,28.91346263,20.18750039,13.70741848,116.5302454,16.89865578,23.7093569,16.95574087,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00041_18_2X1_STND_Body_2__resized.nii.gz,355.13,351.73,93.25,291.08,125.42,147.34,93.58,183.99,90.9,169.16,93.68,105.06,72.49,48.68,82.2,50.53,54.66,107.1891882,125.8559433,19.05561216,83.58597761,70.43793733,62.73913418,73.18311519,34.7351955,23.2253033,75.12602868,26.03180723,42.21807985,17.47721529,72.49919003,31.39886899,38.10406362,40.01865623,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00042_4_CTA_3__resized.nii.gz,300.91,308.66,179.98,343.4,30.34,89.2,78.25,369.36,112.69,235.7,122.32,47.94,55.59,11.46,43.64,45.57,43.52,107.0033553,129.9328798,46.39269556,128.2831324,26.06652585,31.16730943,58.32740572,95.97206545,71.18785207,130.163308,63.44616731,35.03264835,15.56523805,22.89096892,17.47768188,28.95633381,28.93123472,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00042_5_CTA_1__resized.nii.gz,335.84,348.12,190.09,353.19,32.99,92.97,81.74,377.4,116.52,237.03,124.47,50.86,56.46,11.47,44.3,46.77,45.93,141.7836181,181.4707418,44.49641341,134.1851879,31.10647726,37.61378176,59.88175628,102.0634712,73.33059782,139.3318956,68.32712422,39.26688929,19.70744978,29.56992965,22.20623548,30.35759728,26.38127645,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00042_6_CTA_3__resized.nii.gz,300.91,308.66,179.98,343.4,30.34,89.21,78.24,369.36,112.69,235.7,122.32,47.94,55.59,11.46,43.64,45.57,43.52,107.0033553,129.9328798,46.39269556,128.2845493,26.06652585,31.1641588,58.35258355,95.97458232,71.18785207,130.1631226,63.44616731,35.03264835,15.56835625,22.89061345,17.47768188,28.95633381,28.93123472,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00042_7_CTA_2__resized.nii.gz,332.35,344.59,188.2,352.48,33.89,93.19,81.56,376.27,115.81,236.18,123.63,49.89,56.41,13.89,44.24,45.68,43.93,138.2165294,176.4208872,44.1802184,133.3698035,30.06668572,36.58718701,58.64782951,101.210313,72.68513062,138.5323116,67.27365243,38.65008841,18.72605579,27.337648,21.10363885,29.62093483,25.60864042,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00042_8_Lung_2__resized.nii.gz,313.37,327.48,203.57,328.68,38.73,99.91,90.63,350.4,127.97,227.8,133.44,53.23,61.75,13.54,46.82,51.57,51.05,124.7782627,159.5864467,46.8514601,125.6776653,33.2884309,39.94564224,59.42385632,87.3434851,77.46506458,118.5512705,70.6252847,41.07357524,21.54230106,29.45852258,23.74055161,30.77486569,28.05550594,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Arterial/00044_4_CTA_1__resized.nii.gz,406.414,403.26,168.96,555.15,180.804,183.304,70.57,500.2,121.48,445.38,143.92,84.96,71.32,24.196,81.34,42.822,44.7,146.1434543,143.0695349,65.6470477,123.0176545,73.95520404,72.24795094,222.0006628,112.6893925,99.05055572,190.8410463,54.37219515,51.39591371,23.13442133,34.69153891,34.07718891,31.06320412,31.63810244,1
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00013_5_ADRENAL_15_MIN_1x0__resized.nii.gz,72.35,75.16,74.654,70.85,92.09,96.8,43.42,77.086,59.8,74.05,62.85,63.79,55.38,292.604,73.46,95.23,79.96,26.16644963,21.39560029,18.21372817,31.61204216,61.53039371,72.03970885,34.33803703,18.80586933,58.97138417,22.53527341,8.625359553,29.86757322,17.88738925,118.801635,20.94542186,7.876176866,11.00091841,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00014_5_ADRENAL_15_MIN_1x0__resized.nii.gz,78.99,87.11,100.452,79.18,110.87,112.77,-5.07,93.28,52.47,83.21,68.58,80.77,87.08,157.17,83.48,98.4,84.36,25.11451345,18.81175667,35.02541321,34.54601564,47.81361695,51.85893999,177.6839165,14.0378187,128.937724,13.26059091,32.74556765,22.22623876,16.98295973,139.9013737,20.23301064,34.88524575,18.81182991,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00015_5_ADRENAL_15_MIN_1x0__resized.nii.gz,76.57,73.46,80.57,78.12,87.2,91.55,34.37,78.47,42.96,81.19,55.9,52.82,72.3,243.988,70.32,74.52,78,60.25126622,33.02404438,5.403875077,56.67447176,48.68039181,63.02766763,70.47155402,35.0525599,97.94979252,58.51485357,35.02608204,33.14259211,20.52517628,96.35093866,20.37563092,22.73814605,20.7979648,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00016_8_15_min_AX_SOFT_1x0__resized.nii.gz,66.04,63.97,53.148,59.72,63.17,63.66,42.24,60.97,61.09,64.64,57.97,60.12,61.08,300.952,64.09,67.59,66.28,13.91579334,19.06614573,20.03590237,31.40776834,22.086454,22.56171463,51.50693847,10.53764234,12.79720541,7.995159719,17.92557921,17.14115471,13.89997237,203.0797691,15.48992495,10.96425943,13.10398821,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00017_5_15_min_AX_SOFT_1x0__resized.nii.gz,68.27,80.3,81.946,83.2,133.27,202.24,35.85,82.642,49.86,68.85,56.33,66.52,76.94,115.95,78.71,87.47,75.7,31.26410526,27.10282814,25.24494625,44.75638726,158.5264585,373.3623464,51.91216592,19.25981418,21.68205723,8.163710793,27.94174475,26.02024796,17.3499176,200.5558804,15.7166606,17.06158241,22.89556053,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00023_5_10_min_delay_2__resized.nii.gz,87.67,88.1,84.536,79.02,103.25,107.04,38.056,100.388,79.476,95.064,74.912,77.83,79.8,13.598,80.3,83.504,77.456,12.41595928,9.271792515,27.42955966,21.34031477,44.23212745,71.17407565,81.53478229,16.42460234,80.0954892,10.90253314,27.39656857,13.34950182,14.09538634,24.70839449,11.9732568,21.25350974,18.22236231,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00024_12_ABD_SOFT-15min_delay_CHEST_WO__1__resized.nii.gz,49.63,45.59,31.42,52.37,48.88,47.27,39.22,46.97,57.78,53.61,48.38,47.27,53.05,319.03,49.68,48.27,49.87,63.89404935,21.16393301,18.28032981,23.08718901,45.62709102,47.34541335,19.67340898,13.31939859,15.33094813,4.362344966,16.54977124,15.41135257,16.30433549,346.8217094,13.54633707,19.8940612,18.43903383,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00027_9_10M_DELAY_5__resized.nii.gz,152.15,124.76,209.348,80.04,106.24,111.2,-4.32,82.07,27.96,73.9,67.86,70.55,74.94,70.91,74.88,75.78,73.63,216.0843622,193.3517709,26.13680847,58.41989403,63.65907847,106.2319551,134.4221645,12.21387889,168.5827423,9.489099835,27.24765673,11.72247076,12.98710215,80.24728616,18.14399973,22.403856,18.29906353,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00029_7_20_Min_DELAY_5__resized.nii.gz,123.98,57.2,740.14,65.85,68.9,70.35,37.078,82.152,78,90.628,38.864,58.59,69.27,61.05,65.25,70.13,70.36,187.8828357,22.45369459,23.78048498,26.69839802,42.0979062,27.05200571,24.15042953,11.7998018,53.21293722,9.984838644,15.76265315,15.04064845,16.23113654,93.17566198,15.78039368,16.80246994,16.28576866,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00029_8_20_Min_DELAY_2__resized.nii.gz,97.41,66.3,197.798,67.34,73.69,74.88,19.846,69.978,60.148,71.028,41.73,63.86,69.98,54.93,65.55,75.01,72.46,138.7070254,25.0326092,21.09987007,33.06424434,51.42710821,29.02255706,53.44375896,18.48714206,124.5205026,20.07563948,36.66906637,15.68990641,17.88576519,68.63113197,16.22448248,14.97989504,15.33062098,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00030_7_10_IMIN_DELA_NIH_UROGRAM__1__resized.nii.gz,68.93,93.33,49.234,72.4,87.31,105.89,41.52,84.49,64.42,85.89,73.78,61.72,71.09,225.22,74.77,72.39,65.58,35.4332151,52.3910842,19.0970689,49.36353021,30.59506152,80.90423765,51.58074833,18.53204406,75.62421149,29.56777548,19.88406271,16.69269855,15.26077105,177.2595188,16.56955044,19.38059035,19.51653526,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00031_7_20_M_DELAY_5__resized.nii.gz,75.35,67.3,74.978,70.24,91.3,110.72,32.65,68.146,46.816,72.702,64.048,74.75,75.66,293.48,72.24,67.4,71.6,69.95606241,15.30691916,20.00245369,16.67423218,56.17548057,115.2845739,70.32582343,17.89291734,139.6701462,23.50690462,21.9317651,7.068375095,11.7115354,166.4934416,10.1888848,15.9152613,13.60814698,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00032_7_10_M_DELAY_5__resized.nii.gz,111.08,109.91,41.296,69.12,82.59,111.79,6.77,72.63,24.7,73.18,61.29,50.94,73.56,318.93,70.63,74.96,78.41,101.6077078,124.1019998,18.23734567,47.29739107,31.91600406,119.5407756,108.2238692,12.07716311,156.1294764,8.042332723,29.10032103,24.08641648,15.3400961,412.496645,16.60661375,16.38169157,12.81498954,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00032_8_10_M_DELAY_2__resized.nii.gz,115.08,118.83,43.156,70.74,87.44,108.25,6.62,74.85,37.71,73.89,63.21,58.15,74.74,229.01,71.35,77.6,79.93,130.1677635,145.3743722,20.97199288,53.11743731,34.36083343,121.4904669,131.7816007,14.31297665,136.0140434,9.258284064,29.07568668,25.38482527,17.04202828,349.0289088,16.86582145,15.78710535,11.26730182,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00033_7_10_M_DELAY_5__resized.nii.gz,57.85,55.08,64.75,61.64,66.26,54.2,2.58,58.82,71.38,64.38,52.49,29.59,41.9,113.01,51.24,56.78,57.23,42.57935119,28.79644878,24.02572143,45.93415941,64.94457028,37.29399554,101.1132281,13.26330498,82.91300033,8.244062624,45.12418653,29.94712547,14.71760622,67.03661046,21.64025188,19.39625518,19.78285529,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00033_8_10_M_DELAY_2__resized.nii.gz,67.39,64.98,65.99,64.65,77.64,61.53,9.51,61.94,74.78,64.58,53.11,41.56,43.26,106.63,53.26,59.98,61.04,59.11398059,43.49341341,26.90339755,55.00857518,95.93998601,58.85715646,110.6496594,13.82915861,121.6637295,10.96971663,63.98479955,28.57796234,16.58806012,78.20268286,21.92813623,19.98470283,20.05695365,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00034_7_10Min_delay_NIH_UROGRAM__1__resized.nii.gz,79.02,71.24,82.914,76.25,110.02,112.69,55.11,93.816,83.22,87.33,82.09,84.8,77.47,95.89,83.5,75.97,80.24,64.46103293,20.37608776,20.65108247,39.97488756,40.94523584,55.50836911,30.53428262,14.29317408,21.46759216,8.167514655,14.90136769,8.742488426,12.89158789,108.3623903,14.32212031,22.1930224,18.17135766,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00035_7_10_M_DELAY_5__resized.nii.gz,92.25,94.94,81.542,81.84,186.93,200.44,45.63,100.394,81.428,78.29,68.47,83.81,84.47,49.39,80.8,85.24,83.7,82.65169127,80.70158024,25.6253359,27.818443,195.0892593,210.1781264,53.99401256,20.26630414,110.5592664,5.480796697,8.685324701,5.52044025,9.188024751,30.59802874,8.032664522,14.47046065,10.34159738,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00036_8_10M_DELAY_5__resized.nii.gz,111.32,99.39,80.864,62.75,152.9,166.95,17.03,75.95,45.66,81.26,65.88,51.63,54.74,22.47,63.89,74.76,74.73,107.0975732,84.06850952,27.39865809,30.48454459,287.4750446,292.1571163,97.26560022,11.73248221,76.9063958,10.46767155,27.74640473,25.08773021,14.70103553,71.22728275,21.07612657,19.48198821,21.69497466,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00038_10_20_Min_delay_NIH_CHEST__1__resized.nii.gz,37.16,46.22,40.18,44.57,31.86,53.02,20.81,55.84,60.66,59.08,55.78,41.21,57.18,100.7,48.69,45.36,46.95,20.17810458,25.017285,24.2670824,34.14824504,13.67222837,20.28146959,63.97960407,9.252465585,22.75103425,4.557564378,14.53352688,9.934403184,14.27756228,67.73585852,20.25874244,21.82590468,16.95944468,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00039_9_10_Min_delay_NIH_UROGRAM__1__resized.nii.gz,62.88,66.95,44.824,74.25,87.14,89.43,28.07,83.25,58.6,73.4,67.08,51.2,58.31,421.57,73.45,69.29,76.42,33.56889603,27.23382357,21.15760149,29.75747549,29.5884513,28.29745732,76.97676636,9.314728387,106.9252029,10.23651314,18.95707221,20.27677138,15.60610042,118.5828252,18.19920863,22.44281303,18.98111987,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00040_7_10_Min_delay_NIH_UROGRAM__1__resized.nii.gz,51.13,59.25,64.9,74.86,109.09,110.66,29.38,74.1,67.82,81.75,70.45,48.33,72.37,124.87,76.09,66.9,61.07,57.94791377,53.99580158,18.18767553,36.91723326,49.47326831,55.75814526,87.81938771,12.30491717,49.07542353,8.854570175,22.93971628,26.12720981,16.03585036,147.4104064,22.95430625,26.23330142,27.85765832,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00042_7_15_M_DELAY_5__resized.nii.gz,53.96,58.13,66.77,65.61,95.72,206,32.88,70.61,54.68,74.14,62.28,63.39,75.48,103.8,71.72,59.59,61.77,26.62508629,22.00090173,21.14199043,35.66925022,54.1328235,237.7796132,58.15121146,10.80081892,40.35420111,7.208657746,25.69454432,12.3517431,11.29801377,202.4758509,17.62779508,22.62236559,21.68573322,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00042_8_15_M_DELAY_2__resized.nii.gz,62.5,67.93,72.2,67.92,99.28,218.07,41.35,73.71,59.03,74.82,64.85,67.31,76.26,273.95,72.31,66.45,64.01,32.42674665,22.26925537,22.50668472,35.22156959,64.03282305,294.9084361,58.03394238,10.34825825,37.49319264,8.422643552,24.24382929,14.827246,12.40450018,510.3620391,18.77403273,22.96822486,25.46962209,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00044_7_15_MIN_DELAY_5__resized.nii.gz,59.71,57.97,44.548,56.85,67.39,84.57,34.144,72.2,41.606,69.92,56.838,54.96,82.22,351.31,57.83,57.42,61.05,31.39506803,10.70059323,22.72106874,15.51364104,18.50387337,63.0250903,58.35950121,15.91803535,94.92258273,19.85193998,19.98386483,7.618476176,10.66873531,123.4465594,9.050860606,13.56298929,11.70513725,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00044_8_15_MIN_DELAY_2__resized.nii.gz,63.24,61.81,44.548,57.71,68,83.9,27.516,72.2,41.606,69.92,57.138,56.38,82.81,347.82,57.81,60.13,61.66,34.83855018,11.27213045,22.72106874,14.83827447,22.46900139,74.7552969,78.50093123,15.91803535,94.92258273,19.85193998,22.74156391,10.47362233,12.16799934,145.3324898,10.00382362,14.29053707,12.61970587,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00045_7_15_Min_delay_NIH_UROGRAM__1__resized.nii.gz,66.96,51.14,43.156,45.05,93.09,95.68,28.19,54.79,41.51,58.85,51.36,28.39,48.51,313.33,54.09,51.9,52.73,112.2745738,19.46607706,20.97199288,36.67764554,28.91374663,38.23770858,47.81062405,15.10599102,82.6818532,5.168324424,20.68915306,19.84942991,14.01940141,331.4813527,20.38780896,21.5637408,19.83502736,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00047_7_20_M_DELAY_5__resized.nii.gz,58.63,60.35,55.42,56.69,62.39,75.34,44.19,64.7,70.28,66.33,63.08,37.16,61.28,144.05,59.65,62.36,63.7,26.07059322,24.56826075,14.73250039,23.00072284,50.85191423,30.49182671,66.8206601,6.874311241,48.1363204,10.41534041,76.84807633,24.19246551,14.55347768,273.9977152,17.47366746,19.22445982,15.05253246,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00047_8_20_M_DELAY_2__resized.nii.gz,67.72,70.12,57.77,59.54,66.08,79.42,42.44,65.99,69.13,66.49,69.39,49.4,62.42,83.74,61.47,66.41,67.45,37.43682127,34.56137528,19.87288319,26.18030371,58.60845728,39.28146408,61.48116698,8.900374699,61.63952146,14.82889484,159.3759344,24.94920249,16.94917651,152.1338594,19.78485222,18.50499788,16.87261592,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00048_7_20_M_DELAY_5__resized.nii.gz,51.24,49.27,58.57,54.51,62.79,68.46,19.31,61.45,58.91,68,54.94,33.87,55.23,567.72,58.54,52.34,52.31,27.83848554,18.73664251,22.59625268,32.1945433,29.31079584,44.53733885,93.58453102,9.608402121,28.95761236,5.409349066,23.17770214,22.39790131,15.76277466,505.2695552,15.49833581,23.31511575,20.18325633,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00049_8_20_M_DELAY_5__resized.nii.gz,46.07,76.61,30,60.16,70.05,78.46,36.04,61.57,64.77,66.32,59.09,46.34,61.9,251.72,59.31,40.45,45.02,40.75432956,99.14215944,19.39257676,40.47215838,34.36190647,51.27647099,32.97728982,6.984646562,11.63249101,6.352143681,18.1783368,20.33664146,14.60702672,320.6676236,16.04668606,25.13904658,25.17024602,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00049_9_20_M_DELAY_2__resized.nii.gz,61.1,90.82,25.03,62.64,75.31,80.37,41.45,62.01,63.98,66.32,59.49,54.58,63.06,264.81,59.7,51.66,49.96,54.18849954,131.4817507,24.1071203,50.12451376,34.84474032,41.65977472,30.17623882,8.383512455,14.36413115,9.52740356,20.68146605,20.27269541,15.74045127,345.6876218,17.54518224,26.91797271,25.35655258,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00050_7_20_M_DELAY_5__resized.nii.gz,58.85,58.26,46.844,65.61,56.78,63.69,4.89,68.38,43.89,67.79,53.8,45.3,61.64,250.08,61.86,65.55,68.13,30.12630202,20.78368117,25.16661797,21.89489779,29.85984271,24.87554648,109.101069,9.684974013,75.60054716,6.581756411,22.16948365,21.3098082,14.39878847,245.5026003,15.55097904,17.54077272,15.02622019,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00050_8_20_M_DELAY_2__resized.nii.gz,68.33,67.57,46.844,67.2,62.16,69.93,4.29,71.41,49.02,67.67,56.45,53.39,62.88,259.75,62.8,69.31,71,51.13513979,19.60774605,25.16661797,25.58865469,33.10021407,26.67225632,130.6054796,12.18513525,63.80411185,9.648834671,23.72765337,21.63396442,16.50601533,250.9171148,16.67237859,17.6819565,16.10384096,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00053_8_20_M_DELAY_2__resized.nii.gz,64.43,62.48,80.864,59.17,144.89,178.25,23.98,97.28,60.504,81.8,64.75,52.76,60.75,130.14,57.34,63.15,58.96,106.0546078,75.61270247,27.39865809,20.19415123,276.287613,332.1831957,81.0569959,29.14681313,101.7967775,15.49362453,40.21448258,16.48254271,15.56169242,188.1162007,15.58090622,21.23755407,18.81367661,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00054_7_15_M_DELAY_5__resized.nii.gz,64.35,64.69,37.464,76.24,40.52,46.73,21.916,49.162,21.188,53.972,38.564,4.16,47.67,212.68,49.27,49.14,46.73,42.26243269,44.95202454,29.24035944,49.54482601,22.16529048,24.28983797,64.87093226,14.64809263,84.24494522,6.152333214,24.57573234,32.40304943,18.72764347,259.513746,18.75180662,21.09520811,23.49132195,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00054_8_15_M_DELAY_2__resized.nii.gz,76.99,77.88,45.14,69.6,46.48,48.5,27.68,51.18,30.59,61.18,38.96,22.73,51.66,215.47,49.61,55.59,52,66.59786136,60.27748111,38.00073735,63.53622602,23.70960774,28.65683987,34.46647897,18.44156355,90.22353545,7.002398015,37.57922229,34.00881864,19.43513871,276.8278188,21.20253055,22.32211629,23.13541087,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00055_7_15_M_DELAY_5__resized.nii.gz,279.85,145.92,166.71,82.29,122.99,178.17,33.134,119.04,54.758,98.12,69.228,71.13,80.08,597.81,84.07,79.27,83.21,423.2137178,266.713249,31.77806944,23.81080861,76.56773913,241.0642144,79.45599746,32.83978975,135.6125161,25.63656697,49.34997431,16.49061666,14.70861886,327.6533634,12.67348492,27.78400535,19.23229945,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00056_8_20_M_DELAY_2__resized.nii.gz,65.84,142.32,66.69,61.78,53.41,204.02,30.08,74.24,72.8,74.32,72.77,64.84,74.5,52.29,69.47,68.01,74.93,17.29983102,236.2526754,25.3086972,45.16350151,9.376931521,289.3096829,100.9733731,7.279992831,12.92327258,7.090448094,13.91428137,12.52562428,13.19963491,28.85132617,23.89112681,17.13290816,13.33620771,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00057_8_FL_20min_Delay_SOFT_2__resized.nii.gz,56.56,57.43,55.034,61.01,71.77,68.98,36.77,73.1,65.81,71.17,61.34,48.62,71.32,137.21,62.9,61.99,63.15,24.55438432,24.57562979,15.43656715,40.35158743,25.67418589,31.89221574,48.44288516,14.83138303,37.67573488,7.539646057,29.94127443,28.66385671,18.00762077,173.6143826,18.51105883,24.45625094,23.6880241,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00058_7_20M_DELAY_SOFT_5__resized.nii.gz,64.91,86.9,106.986,63.73,112.45,117.51,-9.78,79.52,65.95,75.01,74.77,66.16,76.53,724.25,76.73,71.91,78.1,21.71844606,75.70614374,22.19934551,41.08194877,90.32362568,95.77140583,156.9424485,8.998783123,71.37237501,8.445566432,14.80451834,13.13629588,13.27603455,606.155218,26.16310579,21.02892605,19.63290365,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00058_8_20M_DELAY_SOFT_2__resized.nii.gz,72.44,87.69,106.986,65.54,114.51,118.37,-1.02,81.16,75.82,75.5,74.79,70.66,77.54,757.81,76.31,77.26,81.61,22.10292168,93.27566155,22.19934551,41.69911765,113.6737192,119.4680701,153.8258613,10.0136008,39.7534673,9.121351436,16.85452295,17.70988922,15.77139581,671.0263931,25.07646182,19.93605876,19.82861071,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00062_7_15_M_DELAY_5__resized.nii.gz,57.28,70.54,56.438,71.09,121.49,112.98,32.65,71.334,60.452,72.63,20.01,54.11,73.25,259.88,69.04,63.8,64.58,18.25567914,41.61743364,19.72323005,17.12014402,151.6627274,123.4159773,70.32582343,17.87096033,116.6289895,23.53312084,7.29297591,16.87179185,12.69230737,122.073255,10.73867194,18.45394579,17.14150586,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00062_8_15_M_DELAY_2__resized.nii.gz,64.84,77.72,56.842,70.93,103.23,111.12,49.01,68.612,45.84,66.06,59.13,62.51,74.35,241.27,69.19,66.11,67.19,17.40377897,48.3925826,19.14648385,19.45042083,126.3202901,144.4239522,17.55486128,17.41491817,72.68992435,6.938720571,13.37775353,16.66213731,13.31411018,138.1493786,12.64987604,19.20371062,17.66916149,4
